LEMMA,TAG,SENTENCE,,
maður,nkfe,Þá var kominn til,manna,í Skagafjörð Sigurður Ormsson með Þuríði Gissurardóttur er átt hafði Tuma Kolbeinsson en Kolbeinn Tumason var utan farinn og skyldi Sigurður hafa mannaforráð eftir
maður,nkee,Þessi barngetnaður eirði Bergþóri illa og svo,manns,hans og sótti að því Snorra Sturluson
maður,nkfe,Hann lagði til með þrjár smáskútur og komu á þá óvara en jarl hafði haft þrítugt skip og,manna,átta tigu manna
maður,nkfe,En Svíar fóru þá á,manna,Ólafs Svíakonungs og sögðu honum að Ólafur digri var þá kominn út á haf
maður,nkfe,Signý kvað sér eigi lengur lofað að vera en hálfan mánuð en þó að áeggjun,manna,voru þau þar um veturinn og fóru að heimboðum til manna
maður,nkfe,Freysteinn fékk frelsi brátt af orðum Þorsteins og gerði Þorkell það vel og liðuglega því að honum var vel í geði til,manna,því að hann vissi að hann var góðrar ættar og göfgra manna fram í kyn
maður,nkfe,,manna,minnstur
maður,nkfe,að,manna,son skyldi svo lítt vilja siðu nema annarra manna
maður,nkfe,Það sumar fór og utan í Eyjafirði,manna,öðru skipi Karl ábóti og Ingimundur prestur Þorgeirsson og Ögmundur Þorvarðsson og mart annarra íslenskra manna
maður,nkfe,Lét hann þá fara heim hið óknálegra liðið en lét taka fjóra teinæringa og lét flytja til,manna,og sté þar á skip með sex tigu manna og fór suður um Breiðafjörð til Fagureyjar
maður,nkfe,» Það var einn dag er þeir félagar reru,manna,fiski og komu síð að landi
maður,nkfe,Hrafn fjölmennti og mjög vestan og reið með honum á þing Hallvarður gullskór,manna,
maður,nkfe,Eilífur hafði þrjá tigu manna sinna sveitunga,manna,
maður,nkfe,er,manna,er frá komið
maður,nkfe,» Þar var þá vað,manna,ánni er nú er ekki
maður,nkfe,Síðan fór þrællinn heim,manna,
maður,nkfe,Þeir komu um sumarið að jöklinum,manna,og höfðu fundið nokkurar eldstóar manna og enn nokkurn veiðiskap
maður,nkfe,Blund-Ketill var manna,manna,og best að sér í fornum sið
maður,nkfe,að þú heitir,manna,gamall en eg þrévetur
maður,nkfe,Hann kveðst víst vita að það mun Gísli,manna,hafa og bregður við skjótt og fer heiman við sjöunda mann í Geirþjófsfjörð og verður ekki var við Gísla og fer við svo búið aftur heim
maður,nkfe,Hún var síðan kölluð friðkolla,manna,
maður,nkee,En mikið þykir verkið orðið hafa eins manns og á einu,manns,og þykir Refur óslælega rekið hafa illmælið
maður,nkfe,Nú kemur skip af hafi í,manna,er átti Halldór fóstbróðir Barða
maður,nkfe,En hann kvað þar eigi útlendra manna vist,manna,
maður,nkfe,Þórir bað hann til ráða « og er slíkt drengilegt svo röskum manni sem þú ert en eg skal koma þér úr sekt og þar með gefa þér nógt,manna,
maður,nkfe,Hann var,manna,vitrastur svo að hann sá fyrir örlög manna
maður,nkeeg,Þá hljóp Gunnar yfir gjána en fylgdarmenn,mannsins,komust eigi yfir og skildi þar með þeim
maður,nkeeg,» Nú er að segja,mannsins,Þorgeiri að hann snaraðist við höggið og kom öxin í flöskuna en hann varð ekki sár
maður,nkfe,Flýði þá liðið,manna,honum
maður,nkfe,Þorsteinn bóndi gekk mjög að að vinna,manna,beinleika og taka við klæðum manna því að hann var hverjum manni lítillátari
maður,nkfe,Það hefir jafnan verið mál,manna,að Erlingur hafi göfgastur allra lendra manna verið í Noregi
maður,nkfe,En er Þórormur var í brottu,manna,Ásgrími átti Ásgrímur þing við bændur og mælti
maður,nkfe,» Glaumur hét góðu um þetta,manna,
maður,nkee,Það var félagsgerð,manns,að þeir gera skip og hafa í ánni og veiða fyrir hvers manns landi fiska
maður,nkee,Hann sá á landinu fylking mikla og þótti sem hvorirtveggju byggjust til orustu og höfðu merki mörg á lofti en fyrir liði landsmanna reið tröllkona mikil og sat,manns,vargi og hafði vargurinn manns hræ í munni og féll blóð um kjaftana
maður,nkee,Fór Þorsteinn skjótt á,manns,hans og var þar vel tekinn því að hann var mjög frægur orðinn af því er hann hafði hefnt Grettis hins sterka
maður,nkfe,,Manna,Úlfsson var allra manna fríðastur sýnum
maður,nkfe,Þórður kom vestan milli Maríumessna með mikla sveit og riðu þeir Sturla þá suður í Dala og kvöddu,manna,upp
maður,nkfe,« Það ætla eg,manna,sannast að neita eigi því er svo er vel boðið
maður,nkfe,Hefir þessi flokkur sér leitað,manna,að tilvísan fjölkunnigra manna að þeir skyldu um nætur berjast en eigi undir sólu
maður,nkee,Og þá gekk út Þorgerður Njálsdóttir og Helga systir,manns,og mart annað fólk
maður,nkfe,Valbrandur var þá gamall og því fengu þeir feðgar Kol Kjallaksson að vera fyrir brúðferðinni,manna,
maður,nkfe,Þeir voru,manna,skipi fjórir tigir manna
maður,nkfe,» Bróðir varð svo reiður að hann mátti engu svara og fór þegar,manna,manna sinna og lét þekja sundið allt með skipum og bera strengi á land og ætlaði að drepa þá alla eftir um morguninn
maður,nkfe,Ásmundur hafði skútu og,manna,nær þremur tigum manna og vopnaða vel
maður,nkfe,» Sveinki rak þá lömb sín til,manna,í farið að eigi mætti sjá tveggja manna far
maður,nkfe,Og hversu margt sem hér var um talað þá fór það fram að þeir festu,manna,
maður,nkfe,Síðan komu flokkar,manna,saman á eyrunum fyrir ofan Langahlíð
maður,nkfe,Nú mun þangað eftir að leita,manna,
maður,nkfe,Bjarni mælti þá að menn skyldu fara í bátinn og skyldi það fara,manna,hlutföllum en eigi að mannvirðingum
maður,nkfe,» Þórður kveðst ekki að því fara og sendi Þórhall yfir í Ás til,manna,er þar bjó að hann sækti Össur og græddi hann
maður,nkfe,Eftir það ríður Kolbeinn Arnórsson og Hjalti biskupsson og Ormur Bjarnarson af þingi vestur til,manna,og höfðu nær sex hundruð manna
maður,nkfe,Virðum vér svo að gild svívirðing sé í,manna,tiltæki
maður,nkfe,« en vatnkeröld tvö voru þar við skipið Þráins og má þar,manna,vel hafa fólgist í
maður,nkfe,Ólafur konungur gerði lið sitt austur,manna,Gautland
maður,nkfe,Fer Hákon,manna,til Þrándheims og líkaði stórilla er Eiríkur hafði grið gefið Vagni Ákasyni
maður,nkfe,« Er ekki því að leyna Barði frændi að mjög var undir heimboði við þig að vér vildum hér til,manna,liðsinni og brautargengi
maður,nkfe,Þeir tóku land,manna,Eyrum er tíu vikur voru af sumri
maður,nkfe,sögðu þá mega sjá hvað manna Hallfreður var « mun,manna,svo ætla að bleðja hirðina
maður,nkee,Manna var hann vopnfimastur og svo sagði Þorvarður bróðir,manns,að það var engis manns færi eins á Íslandi að skipta vopnum við Odd
maður,nkfe,Þeir leita,manna,og finna hann eigi
maður,nkfe,Menn fóru af skipi konungs og á kaupskipið og spurðu,manna,eða hvað íslenskra manna þar væru á skipi
maður,nkfe,Hún var einbirni hans og átti arf að taka eftir Sigurð föður,manna,
maður,nkfe,Ormur Svínfellingur hafði,manna,tigu manna en Þórarinn bróðir hans fimm tigu manna og voru þeir Kolbeins vinir mestir
maður,nkfe,Hann varð þess var að riðið var yfir ána,manna,túni eigi allfám hrossum
maður,nkfe,« Vera má nú þá að hún segi Ástríður að hann hafi eigi til,manna,risið á legginn
maður,nkfe,Þórólfur sagði frá orustu þeirri er verið hafði um sumarið suður,manna,landi og fall margra manna þeirra er Sigurður vissi deili á
maður,nkee,Og er hann kom fyrir jarl þá,manns,jarl
maður,nkfe,Það er flestra manna,manna,að Þorleikur ætti lítt við elli að fást og þótti þó mikils verður meðan hann var uppi
maður,nkfe,En er þeir óxu upp þá voru þeir báðir menn miklir og sterkir svo sem,manna,þeirra var
maður,nkfe,Skortir þig hvorki til,manna,né harðfengi að gera þeim þvílíka skömm eða meiri hverjir sem þeir eru
maður,nkfe,eigi minna en níu tigu,manna,en áður hafði vandi á verið að sýslumenn höfðu haft þrjá tigu manna en stundum færra
maður,nkfe,Dufgus karl gekk til,manna,og fagnar vel syni sínum og spurði hvort hann vissi að Ólafur chaim var þar með þrjá tigi manna
maður,nkfe,Fékk Ólafur konungur honum gott kvonfang og er,manna,honum komið mart stórmenni
maður,nkfe,Hallgerður varð fegin Gunnari er hann kom heim en,manna,hans lagði fátt til
maður,nkfe,» Sámur segir að svo skyldi vera sem hann gaf ráð,manna,« en eg mun ganga síðar því að eg bíð manna minna
maður,nkfe,Hann var þá,manna,gamall
maður,nkfe,Er það ráð hans að hann dregur saman lið og Böðvar son hans og ríða þeir inn til,manna,með hálft annað hundrað manna en hina yngri sonu sína lét hann fara á skipum
maður,nkfe,Vildi eg gjarna nú vinna hjá þér ef þess væri,manna,
maður,nkfe,einskis þykir mér vert,manna,hjá þér
maður,nkfe,Kona ein gekk út,manna,Eyvindarstöðum og sér sameign manna og hverfur hún inn aftur skyndilega og mælti
maður,nkeeg,Nú er því,mannsins,þessu sagt að Guðmundi þótti gott lofið en hinn sýndi eftirleitan viturlega og gat nærri skapi mannsins
maður,nkfe,Síðan lét Arinbjörn búa reiðskjóta liði sínu,manna,
maður,nkfe,Og að veislunni kvaddi Þorbjörn sér,manna,og mælti
maður,nkfe,þar komu í móti þriggja manna víg þeirra er féllu í,manna,
maður,nkfe,en Gissur reið,manna,liðinu með sjö tigu manna
maður,nkfe,Spurði Þórður þá hvort Sturla væri búinn til,manna,með honum
maður,nkee,Veit eg ekki,manns,von að það mun þora að gera hér undir handarjaðri vorum
maður,nkfe,» Gunnar gaf honum fingurgull og gekk síðan til manna sinna,manna,þeim að herskip lágu öðrum megin nessins « og vita þeir allt til vor
maður,nkfe,Það barst að einn góðan veðurdag á þinginu að allir,manna,voru gengnir í brott frá búð þeirra Skúfs og Bjarna nema Þormóður
maður,nkfe,Fór Þorgeir Hjaltason frá Urðum og þeir tólf saman inn til,manna,við þá Eyjólf og Hrafn
maður,nkfe,sonur Ána,manna,Ánabrekku
maður,nkfe,Þessir bræður voru,manna,menntir og þó sinn veg hvor
maður,nkfe,Óspakur og Helgi,manna,
maður,nkfe,og er margt manna,manna,honum komið
maður,nkfe,Í þenna tíma var svo mikill ofsi Sturlu Sighvatssonar að nær öngvir menn hér á landi héldu sér réttum fyrir honum og svo hafa sumir menn hermt orð hans síðan að hann þóttist allt,manna,hafa undir lagt ef hann gæti Gissur yfir komið
maður,nkfe,Böðvar hafði,manna,öðru hundraði manna
maður,nkfe,Það hafði mikill siður verið í Noregi að lendra manna,manna,eða ríkra búanda fóru á herskip og öfluðu sér svo fjár að þeir herjuðu bæði utanlands og innanlands
maður,nkfe,Þeir hlaupa að honum,manna,
maður,nkfe,Guðlaugur var fyrir mest með Lofti af öllum,manna,mönnum en hann hafði þá hið besta mannval og eigi færri en tíu tigi manna
maður,nkfe,Snorri brá við skjótt orðsending,manna,og kom í Tungu við sex tigi manna
maður,nkfe,fastur,manna,fótum
maður,nkfe,Og hlaut hún svo mikið gott af fundi hans að hún vitjaði aldrei aftur til hins sama,manna,og fylgdi honum jafnan síðan þá er þau skildi eigi ófriður manna
maður,nkee,Hann átti við henni eitt,manns,
maður,nkfe,Þeir Halldór og,manna,förunautar riðu að Öxnagróf
maður,nkfe,« að boði,manna,og lát sem líf þitt liggi við
maður,nkfe,Snorri fór inn eftir Álftafirði þrennum skipum og hafði nær fimm tigu manna og kom hann fyrr á Kársstaði,manna,þeir Steinþór
maður,nkfe,Hann tók upp og fékk í hendur Kristrúnu farkonu,manna,
maður,nkfe,« Illa gefast ill ráð og verða oft til síð um sén enda hefir Hörður mér oft nær getið og enn hygg eg að svo muni vera og er það nú líkast að hér verði endir,manna,vorum illum framferðum og væri vel ef Hörður kæmist undan því að honum er einum meiri skaði en oss öllum
maður,nkfe,Finnur hann til,manna,þrjár greinir
maður,nkfe,Er það og,manna,að eg sé í orustu því að eg vil sigurinn eignast ef fæst
maður,nkfe,Hann lét og fyrir lið allan farangur sinn og biður hvern,manna,til farar með sér er komast mætti og biður sér liðs og ríður eftir þeim
maður,nkfe,Hann hafði til skips þess húskarla sína og voru,manna,skipinu nær átta tigum manna
maður,nkfe,Vil eg,manna,til geta að ræða þessi er konungur hefir uppi haft muni vera komin undan tungurótum þeirra manna er miklu eru óvitrari en hann og verri en það er ekki leynt að þeir munu fullkomlega vilja vera vorir óvinir
maður,nkfe,En Þorgils skarði reið suður til,manna,og tóku héraðsmenn við honum og heldur fálega
maður,nkfe,« að eg mundi ekki slíku til,manna,koma sem eg hefi unnið ef eg væri eigi allknár
maður,nkfe,Falla þeir Einar og Sigurður þar og allir förunautar,manna,og varð Gísli fimm manna bani en Þorkell þriggja
maður,nkfe,Þeir Gissur og Kolbeinn héldu flokkunum vestur um Bláskógaheiði og höfðu,manna,hundrað manna
maður,nkfe,En er þeir komu til skipa sinna sagði hver,manna,hvernug líkað hafði aðferð kristinna manna
maður,nkee,Þeir spurðu hvar ætt,manns,væri
maður,nkfe,Ásbjörn hafði verið fimm vetur í Fljótsdalshéraði er þetta varð til,manna,og hafði lagið garða um tún manna og svo merkigarða
maður,nkfe,En er fleira kom liðið upp af skipum þá sótti Gregoríus og hans menn fram en Hákonar menn hopuðu fyrst og runnu því næst upp í býinn en þeir Gregoríus fylgdu þeim og ráku þá tvisvar upp úr,manna,og drápu mart
maður,nkfe,Þá skírði biskup Guðbrand og son hans og setti þar eftir kennimenn og skildust þeir,manna,sem fyrr voru óvinir
maður,nkfe,Um haustið sendi hann orð norður til Eyjafjarðar með þeim mönnum er ferð áttu milli héraða og lét segja Guðmundi skógabrennuna og það með að það,manna,var févænlegt
maður,nkfe,og kallaði Snorri þann erfingja,manna,og tók hann það fémál af Koðráni
maður,nkfe,Sagði að njósnarmenn,manna,voru komnir vestan og segja að Hrafn og Sturla mundu koma vestan í Langadal að drottinsdagshelginni við þrjú hundruð manna
maður,nkfe,En er þeir höfðu kannað hellirinn eftir því sem,manna,hugur var til gengu þeir í burt og vildu vitja aftur manna sinna
maður,nkfe,Hann fór til,manna,með sex tigu manna
maður,nkfe,að,manna,hans bættist helstríð
maður,nkee,Hann var lögmaður svo mikill að engi var,manns,jafningi
maður,nkfe,Ormur reið á þing síð um kveldið og hafði nær hundrað manna en Þórarinn bróðir,manna,var fyrir með sex tigu manna
maður,nkfe,« Farið nú og segið Haraldi,manna,að hann búist til fari frá Haraldi konungi Sigurðarsyni og í óvinaflokk hans þá er hann skyldi berjast í Englandi vestur
maður,nkfe,En er,manna,menn heyrðu hversu horfði talið þá þótti þeim eigi örvænt að nokkuð mundu digna hugir manna þeirra sumra er frændur sína höfðu látið á Örlygsstöðum og þá voru enn óbættir
maður,nkfe,« Ekki er of mikið sagt,manna,þessi íþrótt þinni og munum við nú hætta að tefla því að eg á önnur erindi við þig
maður,nkfe,Og er hann kemur heim þá sendir hann menn eftir öllum Hrafnkelsdal á þessum aftni að allir þingmenn hans skyldu þar komnir um,manna,fyrir dagmál og ætlar austur yfir heiði
maður,nkfe,Birningur taldi að er hús hans voru rofin en Hvolmenn kváðu ærna sök til,manna,er hann hafði hýst óaldarmenn og varð af slíku lítt milli manna
maður,nkfe,Það er nú sagt að Ólafur konungur hafi hittur verið í nótt uppi,manna,Staf og sveit manna með honum
maður,nkfe,kvað bæði vera mundu að Sturla mundi sér unna,manna,enda mundi eigi auðið verða nema hann hefndi
maður,nkee,Sálpti heitir,manns,
maður,nkfe,« svo er það » og gengur heim til,manna,og tók boga því að hann skaut allra manna best af honum og er þar helst til jafnað er var Gunnar að Hlíðarenda
maður,nkfe,Staðfestist Ásmundur þar um hríð og var vel,manna,
maður,nkfe,Síðan fór Sigurður til Danmerkur og var það,manna,sögn og hans manna að þar hefði hann flutt skírslur til faðernis sér og bar svo að hann væri sonur Magnúss konungs og væru þar við fimm biskupar
maður,nkfe,Sonarsonur,manna,var Þórir helsingur
maður,nkfe,Koma þeir þar í stofu,manna,
maður,nkfe,Sendi Tumi þá eftir þeim og fóru þeir aftur,manna,Hóla
maður,nkfe,Voru þeir saman,manna,þriðja tigi manna
maður,nkfe,Hún kemur til,manna,inn í Svartahaf
maður,nkee,Þórður hinn huglausi var úti,manns,er sér liðið hleypur hann inn og segir að her manns fer að bænum og var hann allmjög flaumósi
maður,nkfe,En jafnan er þeir skiptu,manna,sínu þá fylgdi konungi Norðmanna lið en Dagur fór þá í annan stað með sitt lið en Svíar í þriðja stað með sínu liði
maður,nkfe,Gísli var vitur,manna,og draumamaður mikill og allra manna berdreymastur
maður,nkfe,Árni óreiða hafði,manna,tigu manna
maður,nkfe,Gunnlaugur kom til Uppsala nær þingi þeirra Svía um vorið og er hann náði konungs fundi kvaddi hann,manna,
maður,nkfe,Og er Þórður óx upp fýsti hann til,manna,er allra manna var vinsælastur í Noregi af öllum konungum þegar leið Hákon Aðalsteinsfóstra
maður,nkee,Ólafur konungur leiddi Kjartan til,manns,og fjöldi manns með honum
maður,nkee,Þenna vetur bar ekki til tíðinda nema það að,manns,kom til Hofs eitt kvöld sá er Skíði var nefndur
maður,nkfe,Gissur kom er,manna,leið daginn með fjóra tigi manna
maður,nkfe,og höfðu,manna,er háskasamlegar voru
maður,nkfe,Einar,manna,jarli norður í Noreg
maður,nkee,Hann var í,manns,og var fyrst lestreki Guðlaugs auðga
maður,nkee,Gísli gengur þar upp til bæjarins og hittir þar,manns,og spyr sá hver hann væri en Gísli sagði til slíkt er honum sýndist en ekki það sem var
maður,nkfe,« Marga menn hefir,manna,sent þessa erindis og hefir engi aftur komið og auðsýnt er mér að konungur vill þig feigan
maður,nkfe,Gissur reið suður til,manna,á föstunni og flest þeirra manna er til víganna voru norður með honum um veturinn
maður,nkee,En er Þorgils varð þess vís setti hann þegar hug,manns,móti Gissuri
maður,nkfe,því,manna,það var siður ríkra manna barna í þann tíma að hafa nokkura iðn fyrir hendi
maður,nkfe,Segja fróðir menn að öngvir hafi með slíkri menntan skapaðir verið,manna,öllu Íslandi sem þessir fjórir menn og er svo mikið af sagt ásjónu þessara manna að margar konur fengu eigi haldið skapi sínu ef litu fegurð þeirra
maður,nkfe,,manna,var gert að veggjum af timburstokkum stórum en í annan enda hússins var skjaldþili flatt
maður,nkee,Órækja sendi um haustið Maga-Björn suður til Breiðafjarðar og kváðu þeir,manns,hvers manns fé um nes og þverfjörðu en rændu að öðrum kosti
maður,nkfe,Atli hét,manna,er bjó í Otradal og átti systur Steinþórs á Eyri er Þórdís hét
maður,nkfe,Nú þó að kristni væri ung í þenna tíma hér á landi þá var þar þó eigi siður til,manna,að taka fé veginna manna
maður,nkfe,Maríumessukveld var hringt á staðnum öllum klukkum til,manna,og er svo sagt að þeir Kolbeinn heyrðu eigi klukknahljóð
maður,nkfe,Þá var barist í lögréttu,manna,alþingi og varð mart manna sárt
maður,nkfe,Letja vil eg þig og alla frændur mína og vini að fara með ófriði,manna,annarra manna sveitir
maður,nkfe,Var þá búist skjótt,manna,
maður,nkfe,Fjöldi manna er frá Karlsefni komið og er hann kynsæll,manna,orðinn
maður,nkfe,En það er siður á Íslandi,manna,haustum að bændur þinga til fátækra manna og var þá engi fyrri til nefndur en Þorljótur faðir Þjóðólfs og einn bóndi var svo stórlyndur að honum gaf sumargamlan kálf
maður,nkfe,Þá réð fyrir Orkneyjum Sigurður jarl Hlöðvisson,manna,
maður,nkee,til,manns,er hann kom í Syllingar
maður,nkfe,» Keypti Glúmur honum skip að norrænum mönnum og bjó Ögmundur ferð sína og mikinn fjárhlut er,manna,hans fékk honum
maður,nkfe,» segir Þorgrímur,manna,
maður,nkfe,Það var siðvenja þeirra að ríða,manna,
maður,nkfe,Reið Sighvatur eftir sættina norður heim og dreifði liði sínu,manna,
maður,nkfe,Miklu var hann meiri maður en Ketill,manna,hans og þótti hann
maður,nkfe,Hún fylgdi henni,manna,útibúr eitt og læsti þau þar
maður,nkfe,Sumir vorir,manna,skulu fara til Ingjalds og gera þar slíkt hið sama
maður,nkfe,Hann var mikill,manna,og efnilegur
maður,nkfe,Þar biðu þeir Þórðar og,manna,manna
maður,nkfe,því að þá er sólskin var heitt þá gengu verkfákar fullir frá fóðri hans hörunds á hinar ystu trefur,manna,og létu þar þá við sólu síður við blika
maður,nkfe,miskviðalaust og með skörulegum flutningi,manna,
maður,nkfe,Í þeirri hríð féll Sigurður jarl og Jón Sveinsson,manna,sex tigum manna
maður,nkfe,Voru þeir svo hraustir,manna,í sér að enginn þeirra vildi í sjóð bera annan
maður,nkfe,» Svo er frá sagt að við átak hans linar þegar sóttinni og hægist mjög en,manna,gengur á brott frá Egli og batnar honum stund frá stund og þar kemur að hann verður alheill
maður,nkfe,Nú bjóst Þorvaldur til,manna,með þrjá tigi manna með umráði Leifs bróður síns
maður,nkfe,stígur þegar á hest sinn og hleypti,manna,er hann fékk
maður,nkfe,En eg mun ganga til,manna,við þá er þeir koma og mæla það er mér sýnist
maður,nkfe,Og eftir það safna hvorirtveggju,manna,af nýju
maður,nkfe,Síðan fóru þeir til,manna,átta tigir manna
maður,nkfe,Hörður tók til,manna,heima í Hólmi
maður,nkfe,Steinar var allra manna,manna,og rammur að afli
maður,nkfe,og sögðu að Órækja var kominn vestan til,manna,með átta tigu manna og ætlaði að setjast á Staðarhól
maður,nkfe,Þá sá Hallur að bú Eyjólfs mundi skamma stund standast og keypti við Þorgrím því að hann tók við búi,manna,svo sem hann hefði við tekið að fardögum og skyldi Þorgrímur hafa af þurrð og vöxt og hafa svo mart manna sem hann vildi of veturinn
maður,nkfe,« er þú hefir hugleitt hversu mikill skattur er vanur að koma af Finnmörk því að þá veistu gerr hversu,manna,þér missið ef Þórólfur eyðir með öllu finnskattinum fyrir yður
maður,nkfe,« Það geri eg fyrir engan mun að þiggja af þér gjafar eða góðgripi til,manna,boðskap hér um
maður,nkfe,bað þá hafa menn,manna,njósnarbergi ef eigi væri trútt og þyrfti hann manna við og verða þá sem best fangaráðs
maður,nkfe,Þar var tekið við henni báðum höndum,manna,við henni báðum höndum
maður,nkfe,þá er spurðist að þér fóruð norður,manna,Hálogaland með eigi meira liði en þér höfðuð
maður,nkfe,En Sigurður konungur hafði verið,manna,að messu og vissi hann þetta eigi fyrr en eftir mat um daginn
maður,nkfe,Órækja vildi fyrir hvern mun,manna,Stafaholt en þó varð svo að vera sem Snorri vildi
maður,nkfe,« Hefn þú,manna,Galti
maður,nkfe,» Grettir svaraði,manna,
maður,nkfe,að leiða öðrum að drepa niður hirð vora og af því gerum vér hér í dag þenna,manna,útlægan fyrir endilangan Noreg og svo vítt sem vort ríki stendur
maður,nkfe,að sitja löngum úti á haugi einum eigi langt,manna,bænum og svo bar nú að móti er Hallfreður kom
maður,nkfe,kveðst vera fúsastur til,manna,að frásögn annarra manna
maður,nkfe,Og það hygg eg að slíkir menn muni mest að vinna í sinni illgirnd og vondum fortölum að eyða réttlæti og miskunn og öðrum góðum siðum höfðingjanna en hvetja þá og hvessa til,manna,og glæpa og gleðja svo fjandann í kristinna manna drápi
maður,nkfe,Þeir Kjartan höfðu og mikið fjölmenni fyrir,manna,
maður,nkfe,Voru þeir Bersi þá komnir og,manna,manna að sjá þenna fund
maður,nkfe,því að oss þykir lítils vert,manna,dráp heldur en það fari í manna munna
maður,nkfe,Var hann þá albúinn,manna,
maður,nkfe,« Ekki þér né Grænlendingum verður,manna,auðið að standa yfir mér dauðum þótt eg sé hér jafnmarga vetur aðra nema þér njótið yður vitrari manna við
maður,nkfe,Þar var þá kominn Sveinn Sturluson og höfðu,manna,aðra sveit og voru þeir Þórhallur fjölmennari því að hann gekk of daginn með þrjá tigu manna
maður,nkfe,» Verður svo um síðir að Gestur fer með Þórði og kemur á konungs,manna,
maður,nkee,Ketilríður fagnaði vel Víglundi,manns,
maður,nkfe,En þá riðu þeir norður Vatnsskarð með alla flokkana og var orpið,manna,sex hundruð manna
maður,nkee,Síðan skar hann þingboð og settist þingið svo nær vatninu að konungur átti allan,manns,skipa ef hann þættist þurfa
maður,nkee,Þeir Þorfinnur og Þorsteinn kváðu jarl skyldu meira fyrir verða að ná lífi,manns,« því eitt skal yfir oss og mun það þá mælt að þér vinnið mikið til eins manns lífs ef vér erum allir við velli lagðir
maður,nkfe,Og er þeir komu til,manna,var þar mart manna fyrir
maður,nkfe,» Kári hafði verið hirðmaður,manna,og var allra manna vinsælastur og stóð engi upp að heldur þó að jarl ræddi um
maður,nkfe,En feld hefir þú góðan Ögmundur og vel litan er tvískiptur er,manna,
maður,nkfe,Skipinu hvelfir undir Kormáki og hans,manna,
maður,nkfe,Þá sáu þeir ljós mikið fara úr austri í móti sér frá bænum,manna,Eyri
maður,nkfe,Riðu síðan í Haukadalsskarð og komu þar um myrknætti sem Þorgils var og svaf allur,manna,
maður,nkfe,Hann gerði veislu í móti þeim Þangbrandi,manna,
maður,nkfe,» « Við,manna,engu
maður,nkfe,En Þorbjörn hafði vegið Þórarin,manna,hans á Haugsnessfundi en þó kenndi Auðun eigi Þorbjörn en Þorbjörn vissi gerva hver á honum vann
maður,nkfe,Gengu þeir á skútuna þrír tigir,manna,og reru sem ákafast
maður,nkee,« Heldur er sannara að meiri svívirðing gerir þú Hauki er þú gengur í sömu sæng hjá konu hans hvert,manns,er þú gistir þar og launar svo Hauki góðar gjafar
maður,nkee,Þorsteinn kvað þetta bragð,manns,hvort
maður,nkfe,Jarl var farinn á veiðar að ríkra manna sið,manna,
maður,nkee,Eftir þingið söfnuðu þeir báðir liði til féránsdóma og þá fór Einar í Hvamm með hálft fjórða hundrað,manns,en hann lét eftir í Saurbæ Hrólf Gunnólfsson við hundrað manns
maður,nkee,En er konungur sá að þeir vildu ekki til hlýða,manns,er hann kenndi þeim og það annað að þeir höfðu þann múg manns er ekki stóðst við þá sneri hann ræðunni
maður,nkfe,En er Sigurður konungur kom í Slésvík í Danmörk þá veitti Eilífur jarl honum dýrlega veislu,manna,
maður,nkfe,Og þess skulum við,manna,leita áður þú ferð héðan
maður,nkfe,Hélt Þorgrímur,manna,til Grænlands og fórst honum vel
maður,nkfe,En um daginn eftir reið Kolbeinn ungi á,manna,með fimm hundrað manna
maður,nkfe,Tók hann þar undir sig alla eign,manna,í Borgarfirði
maður,nkfe,Þeir segja þau sem gerst,manna,
maður,nkfe,Bjó hann eftir föður sinn á Finnbogastöðum og þótti hann,manna,í sveitum gildastur bóndi og formaður annarra manna
maður,nkee,Hann ræddi um við Sigríði að hann vill eigi vistir hennar langar í skemmunni,manns,kveldum
maður,nkfe,drepið þann mann er einn var vænstur augnvottur um þetta eina í voru máli ef þeir hefðu hlaupið,manna,manninum en þeir mættu grið gefa honum
maður,nkfe,Hallbjarnarsonar hálftrölls úr Hrafnistu,manna,úr Hrafnistu
maður,nkfe,sigla norður og létta eigi fyrr en þeir koma í Miðfjörð og fer heim til,manna,og býst við veislu ágætlegri
maður,nkee,Hann hafði með sér karla sjö eða átta og voru þeir mjög sakgæfir við,manns,þar norður
maður,nkfe,Böðvar var hófsamur og stilltur vel og sagði sér vel líka forsjá,manna,en sagði sér leitt allt sundurþykki manna í héraðinu og kvaðst enn mundu utan fara og vera ei við riðinn
maður,nkfe,» Illugi bróðir hans var þá,manna,gamall og allra manna gervilegastur
maður,nkfe,Hafði hann haft utan,manna,fjórða tigi manna
maður,nkfe,Alls drápu þeir nær hundrað manna og tóku þar ógrynni fjár og komu aftur um vorið við svo búið,manna,
maður,nkfe,Tjörvi var vinur þeirra Brodd-Helga og Geitis en hann var horfinn þann,manna,allan er Austmaðurinn var veginn
maður,nkfe,og vildi Indriði ganga inn þegar að þeim en Bárður kvað það eigi hæfa þar sem fyrir voru fjórir tigir manna en þeir fjórir einir og bað þá bíða,manna,er þeir gengju út
maður,nkfe,Fór Þorgrímur þá aftur til konungs að,manna,
maður,nkfe,» « Eg mun fara fyrst á fund föður míns og hyggja þaðan að,manna,
maður,nkfe,Frændur Glúms veita honum að málum til,manna,og er það af gert með vitra manna ráði ef Glúmur vill vinna eið fyrir málið að eigi vægi hann Þorvald krók
