LEMMA,TAG,SENTENCE,,
maður,nkfn,Og síðan eggjar Hallur að þeir Hafliði skuli ríða á móti Þorgilsi með því liði er þeir fá til og segir það ósóma mikinn og lögleysu að sekir,menn,ríði á helgað þing og minnumst nú þess að hann lét eigi ná að heyja féránsdóminn þar sem vera átti að lögum nema menn berðust
maður,nken,afls og íþrótta að hann hafi verið hinn þriðji,maður,best að sér búinn í Noregi en fyrst hafa til verið nefndir Hákon Aðalsteinsfóstri og Ólafur Tryggvason
maður,nkfn,Nú ganga,menn,til Lögbergs einnhvern dag
maður,nken,Er sá og nú minn sonur eigi hér á landi er eg hygg að þeirra verði mestur,maður,
maður,nken,að,maður,sjá hafi lífs grið og lima en þér ráðið einir öllu sáttmáli
maður,nken,Hann var,maður,ódæll og illur viðureignar og heldur óvæginn svo að trautt mátti faðir hans halda vinnuhjónum fyrir honum
maður,nkfn,Sjö fóta rúm eða því lengra sem hann er hærri en aðrir,menn,
maður,nkfo,Lét konungur þá blása saman öllum herinum og lét alla,menn,herklæðast og lágu þeir úti um nóttina undir skjöldum sínum því að þeim var sagt að her Vinda var kominn nær þeim
maður,nkfn,Vel rættist um vist hans og var hann þar um veturinn með kærleikum og æ því meira sóma sem hann var lengur og mæltu því margir,menn,að með þeim væri hin nákvæmasta vinátta
maður,nkfo,Haraldur konungur sat um veturinn í Ósló og gerði,menn,sína til Upplanda að heimta þar skatta og landskyldir og konungssakeyri
maður,nkeþ,« að eg banna Flosa Þórðarsyni eða þeim,manni,öðrum er handselda lögvörn hefir fyrir hann að taka til varna því að nú eru öll sóknargögn fram komin þau er sökinni eiga að fylgja að reifðu máli og svo bornum gögnum
maður,nkeþ,« Þetta er hraustlega mælt að þú átján vetra mundir eigi undan leita þeim,manni,er jafnvígur er hverjum manni
maður,nkeog,Biskup fór til steinsins með sína menn og gerði allt sem fyrra dag og bað almáttkan guð kostgæflega að hann ræki fjandann á brottu og leiddi,manninn,til hjálpar
maður,nkfn,Sveigðir og hans,menn,voru mjög drukknir og runnu til steinsins
maður,nkfn,Þeir,menn,er fylgt höfðu Ölvi tóku hann og fluttu hann með sér til Skúrbága og varð hann græddur að heilu
maður,nkeo,Síðan fóru þeir Oddur í Búðardal og sendu þegar,mann,til þings og var þá hestur búinn og reið Ólafur Þorgeirsson hesti þeim í Lækjarskóg
maður,nken,« Hér er eitt tafl herra er yður sendi hinn göfgasti,maður,af Grænlandi er Gunnar heitir og vill ekki fé fyrir hafa heldur vinfengi yðart
maður,nkfn,Þetta sama kveld sendir konungur,menn,til herbergis Íslendinga og bað þá verða vísa hvað þeir töluðu
maður,nkfn,En er þessi orðsending kom til Færeyja og þeim var sagt sjálfum þá ræða þeir sín á milli hvað undir mun búa orðsendingunni og kom það ásamt með þeim að þeir hugðu að konungur mundi vilja spyrja eftir um þau tíðindi er sumir,menn,höfðu fyrir satt að þar mundu gerst hafa í eyjunum um misfarar sendimanna konungs
maður,nken,Sá,maður,fór með honum er Haukur hét og var stjúpson hans
maður,nkfn,Konungur fór friðsamlega og spaklega en hvar sem þeir fóru við meginland þá skutu,menn,á þá og þótt einn eða tveir væru og þótti Dönum það fullur illvilji landsmanna
maður,nkeþ,En þó mun það einmælt að vitrum,manni,missýnist slíkt í meira lagi ef þú vilt alla hina herfilegstu menn með þér í sinni en þenna hinn dýrlega mann á móti þér er messudaginn á á morgun og göfgastur er nær allra guðs ástvina að vitni sjálfs guðs
maður,nken,Þar bjó Þorsteinn sex tigu vetra síðan og var vitur,maður,og góðráður
maður,nkfn,Tóku,menn,til drykkju um kveldið og fara menn í rekkjur eftir það og sofa
maður,nkeng,En ef þess skal engi kostur að,maðurinn,hafi líf þá séum vér allir drepnir eða höfum vort mál ella
maður,nkeþ,Varð nú öðruvís en hann hugði því að Þorvaldi og Ísleifi mági hans þótti það ólífsverk að gera,manni,gerningar til bana
maður,nken,Þykir oss hann nú einn,maður,líkastur til höfðingja vestur hingað ef hann vill sig til þess hafa
maður,nkfn,fór þá sömu nátt upp um hérað að erindum sínum en leið hans lá allsnemma um morguninn hjá því sama húsi er hinir fátæku,menn,voru inni
maður,nkfo,Björn varð mikill maður og kom aftur til Íslands og drap marga,menn,í hefnd föður síns og varð hinn röskvasti maður
maður,nkfn,» Þá svöruðu,menn,að margt væri gott til ráða « ef húsfreyja er eftir til umsjár
maður,nken,Hann er,maður,góðgjarn og óáleitinn ef honum eru eigi stórar skapraunir gervar
maður,nkfn,Það hafa,menn,og sagt að Þormóður Kolbrúnarskáld var þann dag í kyrtli rauðum er hann bjóst til bardaga og drap upp blöðunum fyrir en kyrtillinn var síður mjög á bakið
maður,nkfn,En til farar þeirrar voru,menn,ófúsir því að af lífi voru teknir sendimenn Ólafs konungs þeir er hann hafði fyrr sent
maður,nken,Þá kom,maður,úr húsunum og sagði að Oddur var sár til ólífis
maður,nkfn,Miklu eru hér fleiri góðir,menn,saman komnir en hér muni nein flærð eða svæla til nokkurs manns ger
maður,nkeþ,En það er sögn manna að Knútur konungur hafi keypt að einum finnskum,manni,og fjölkunnigum mjög að hann skyldi fara til Limafjarðar á fund Ólafs konungs og skyldi gera svo af sínum kænleik að konungur og lið hans fengi sótt mikla og illa svo að þeir fengju aldurtila af ef nokkuð dveldist ferð þeirra Ólafs konungs og mætti hann finna þá og hafi sá þess háttar maður verið er glófunum kastaði
maður,nkfþ,Lík Brands var fært til Staðar og þar jarðað fyrir sunnan kirkju við sönghúsið fyrir stúkudyrum og var hann mjög harmdauði sínum,mönnum,
maður,nkfn,Og er,menn,komu til búrsins var þar sén kona mikil
maður,nkfn,Kári fylgir þeim á fund jarls og sagði hverjir,menn,þeir voru
maður,nkfþ,Fór hann austan um Víkina og gaf góðan frið öllum,mönnum,nema mönnum Magnúss konungs
maður,nkeþ,Ætla eg þér heldur ganga til þess hugleysi en varhygð og er illt að fylgja þeim,manni,er hérahjarta hefir í brjósti
maður,nkfn,Alla lenda,menn,þá er til hans vildu snúast gæddi hann bæði að veislum og að lausafé
maður,nkfþ,og svo hirðsveitinni og handgengnum,mönnum,konungs
maður,nkfn,Þeir fóru að leita Sigurðar og fundu hann eigi og fóru aftur við lítinn orðstír því að,menn,segja svo að þeir sæju þá og þyrðu eigi að leggja að þeim
maður,nkfn,Og svo sagði Þorsteinn Guðmundarson síðan að hann kvaðst þess hvergi komið hafa að,menn,hefðu jafnfræknlega varist
maður,nkfn,Og nú verður svo sem hann setti ráð til að Þorsteinn bauð fyrir vottum sættina og Þorgeir kvaðst vilja að Þorsteinn gengi til handsalanna og með fá,menn,
maður,nkfþ,Mikils þótti,mönnum,vert um aflraunir Orms þær sem hann hafði gert og gerði síðan
maður,nken,« Undarlegur,maður,ert þú og engi hefir fyrr þannig málum breytt við mig en þó skal enn til þess hætta
maður,nkeo,Einar reið þá til þings við níunda,mann,
maður,nken,Hann tók lends manns rétt svo sem haft höfðu langfeðgar hans og gerðist,maður,ríkur
maður,nken,annar,maður,Styrmir Hreinsson af Gilsbakka mágur Þorgils
maður,nkeo,Sighvatur reið í Stafaholt en bað þá Þorvald og Sturlu ríða degi síðar og senda,mann,áður til sín áður en þeir kæmu á bæinn og svo gerðu þeir
maður,nkfn,En yfir þeim eignum sitja útlendir,menn,er átti minn faðir og hans faðir og hver eftir annan vorra frænda og em eg óðalborinn til
maður,nkfn,En engi þóttist vita hvaðan sjá piltur kom eða hvað af honum varð en það ætla,menn,helst að það hafi verið óhreinn andi sendur til óheilla Gretti
maður,nkfn,Ganga nú hans,menn,frá víginu en Órækju menn ganga í kirkjugarðinn til móts við Gissur og takast þeir í hendur og handsalast við sættina og full grið og föst hvor öðrum fyrir alla sína menn
maður,nkfn,Voru þeir Andréssynir þar í kirkju og þeirra,menn,sem rúm höfðu
maður,nkfþ,Konungur spyr þetta allt og lést veitt mundu hafa Þorsteini sjálfum landaura en eigi,mönnum,hans
maður,nkfo,Óðinn hafði með sér höfuð Mímis og sagði það honum mörg tíðindi úr öðrum heimum en stundum vakti hann upp dauða,menn,úr jörðu eða settist undir hanga
maður,nkfn,Þar féllu þrír,menn,af liði Vémundar en tveir af Helga
maður,nkfn,« að,menn,kæmu að oss og væri Eyjólfur í för og margt annarra manna og hittumst vér og vissi eg að áburðir urðu með oss
maður,nken,Um þingið voru stormar miklir svo að engi,maður,mátti koma til þingsins af Meðalfellsströnd
maður,nkfo,ríður til dyra og hittir,menn,að máli
maður,nkfn,gekk hann til þinghúss síns og lét þangað kalla,menn,Svíakonungs og bað þá bera upp erindi sín
maður,nkeo,Síðan fékk Hallfreður,mann,til að varðveita varnað sinn og selja um veturinn en hann reið frá skipi við tólfta mann vestur til sveita og ætlaði suður um heiði sem hann gerði
maður,nkfn,En um vorið fór konungurinn suður til Björgvinjar og báðir þeir með honum Gissur og Þórður og,menn,þeirra með þeim
maður,nkfn,Nú þótt þér sé til boðið í Gautlandi þá far þú heldur til eigna þinna í Raumsdal því að eigi munu föðurfrændur mínir þér ríkis unna eftir hans dag en verða má að hörmungarvíg liggi í kyni yðru og munu,menn,missa saklausra frænda sinna
maður,nkfn,Ekki mátti Þorgils og hans,menn,í burt færast meðan afturgöngur voru sem mestar
maður,nkfn,Segja fróðir,menn,að öngvir hafi með slíkri menntan skapaðir verið á öllu Íslandi sem þessir fjórir menn og er svo mikið af sagt ásjónu þessara manna að margar konur fengu eigi haldið skapi sínu ef litu fegurð þeirra
maður,nkfn,Settust,menn,niður og töluðu úti og var Gissur þess að harðari í talinu er þeir höfðu lengur talað
maður,nken,Sá,maður,kom til Órækju um sumarið er Björn hét
maður,nkfn,nú fyrir slíkt gengu Hrafnssynir í þetta vandræði og svo Oddur Álason mágur þeirra og flestir hinir betri,menn,utan úr fjörðum
maður,nken,,maður,hennar
maður,nkfn,Og síðan eggjar Hallur að þeir Hafliði skuli ríða á móti Þorgilsi með því liði er þeir fá til og segir það ósóma mikinn og lögleysu að sekir,menn,ríði á helgað þing og minnumst nú þess að hann lét eigi ná að heyja féránsdóminn þar sem vera átti að lögum nema menn berðust
maður,nkfn,Nú koma,menn,til þings fjölmennt
maður,nkeo,« Vittu það Ingigerður að svo mikla ást sem þú hefir lagt við þann hinn digra,mann,þá skaltu þess aldregi njóta og hvorki ykkað annars
maður,nken,sú er gert hafði Styrmir mágur hans úr Bjarnastaðahlíð og hét sá,maður,Eiríkur greifi
maður,nken,En,maður,sá er Helgu hafði rúnar ristið var þaðan skammt á brott
maður,nkfn,Þeir Vilmundur hljópu þegar til vopna og fóru eftir þeim og nokkurir,menn,af næstum bæjum er sáu för hvorratveggju
maður,nken,Björn varð mikill,maður,og kom aftur til Íslands og drap marga menn í hefnd föður síns og varð hinn röskvasti maður
maður,nkfn,En er Þórir fór í brott með konu sína þá fara,menn,út með Gilsfirði til Saurbæjar
maður,nkfn,» Hallur bað,menn,halda orð Þórhalls « því að þau rjúfast ekki
maður,nkfn,Aðils konungur og,menn,hans runnu upp til konungsbæjar og rændu þar
maður,nkfþ,Þorsteinn bóndi gekk mjög að að vinna,mönnum,beinleika og taka við klæðum manna því að hann var hverjum manni lítillátari
maður,nkfþ,« Vil eg taka við Helga syni þínum og geyma sem eg kann en eg vil hafa vináttu þína í mót og fylgi til þess að eg nái réttu af,mönnum,
maður,nkfþ,Ormur Stórólfsson spurði út til Íslands um farar og líflát Ásbjarnar er,mönnum,þótti sem vera mundi
maður,nkfþ,Þá sneri mannfallinu á hendur Magnúss konungs,mönnum,og féllu þessir í öndurðri fylking
maður,nkfþ,Í þann tíð var á Íslandi sverð ótíð,mönnum,til vopnabúnings
maður,nkfn,Þeir settu,menn,fyrir bú sín til varðveislu en þeir réðust utan báðir bræður í Unaósi og höfðu ekki mikið fé
maður,nkeo,Þá sá hann,mann,ríða ofan öðrum megin árinnar
maður,nkfn,Þá er,menn,voru riðnir úr héraði til þings kom Gríma að máli við Kolbak og mælti svo
maður,nkfþ,Þér eruð allir traustlausir fyrir Knúti konungi og hans,mönnum,en herjuðuð land hans hið fyrra sumar og drápuð vini hans
maður,nkfn,Liðu nú svo fram stundir að það var allra manna mál að öngvir,menn,væru jafnvænir sem þau Víglundur og Ketilríður á Íslandi þeim samtíða sakir lista og kurteisi
maður,nkfo,Þeir kenndu þessa,menn,að þar var Þorkell Ketilsson fullspakur neðan úr Njarðvík og heimamenn hans
maður,nkfþ,» Þá hljópu menn upp og klæddust og fóru sem skyndilegast inn á Örlygsstaði og fundu Arnkel bónda sinn dauðan og var hann öllum,mönnum,harmdauði því að hann hefir verið allra manna best að sér um alla hluti í fornum sið og manna vitrastur
maður,nken,Það voru lög í þann tíma að eigi skyldi yngri,maður,vera í herförum en tuttugu vetra en ellegar vildu þeir gjarna Leif í lög taka
maður,nkfn,Um morguninn er,menn,komu út í Kirkjubæ sáu menn þar skaða mikinn
maður,nkfþ,Hann fer heiman vestur til Saurbæjar og slæst í ferð með þeim,mönnum,er fóru til sölvakaupa og hefir Már frétt af um athafnir Ólafs og situr um ef ferðir þeirra bæri saman
maður,nkfþ,Vonum hann meðtekið hafa himnaríki og eilífa gleði með öllum heilögum guðs útvöldum,mönnum,
maður,nkfn,Konungur og,menn,hans ræddu það sín í milli að þeim þótti það mjög hæfast við og vissu eigi hvað þeim þótti framast húsakynni Þóris eða húsbúnaður
maður,nkfþ,« mikils metinn hvar sem kemur með tignum,mönnum,en eg veit beggja ykkar skaplyndi
maður,nkfþ,Þá er menn hugðu að eiðstaf hennar þótti,mönnum,sem grunur hefði í verið og ætluðu að vitrir menn mundu hafa diktað fyrir henni þessi atkvæði
maður,nkeo,Fyrir Maríumessu síðari sendi biskup,mann,í Múla á Skálmarnes til Oddleifs prests að hann vildi þar veita tíðir Maríumessu og vera þar við níunda mann
maður,nkfn,Nú sýndist það að,menn,skal leggja til mannjafnaðar
maður,nken,« Svo er mér sagt frá ríki þínu Erlingur að engi sé sá,maður,norðan frá Sognsæ til Líðandisness er frelsi sínu haldi fyrir þér
maður,nkfn,» Flosi sté undir borð og allir,menn,hans en lögðu vopn sín upp að þili
maður,nken,Hann var mikill,maður,og öflugur og vel stilltur og vann svo fyrir búi föður síns að eigi mundi þriggja verk manna annarra hallkvæmara
maður,nkfo,Þá er hvorirtveggju höfðu um búist gekk Haraldur konungur með nokkura,menn,á skip Magnúss konungs
maður,nkfn,Þá lögðu hinir betri,menn,til og báru sáttmál í millum þeirra
maður,nkfn,Helgi Sigmundarson var eftir hjá honum og Helga jarlsdóttir og synir þeirra tveir og sex,menn,aðrir
maður,nken,Fer Íslendingur er síðan var kallaður Þórarinn stuttfeldur og kemur að drykkjustofunni og stóð,maður,úti og hafði horn í hendi og mælti til Íslendings
maður,nkfo,« Ekki leggjum vér mikinn trúnað á þá,menn,er slíkt láta fjúka hér í milli húsa
maður,nkfn,,menn,Sveins konungs
maður,nkfþ,Þar að staðnum spurðu þeir að Gissur var á lífi og þótti það þeirra,mönnum,mörgum eigi líklegt og urðu við nokkuð hljóðir
maður,nkeo,Þeir sáu,mann,skammt frá sér og hugðu vera illmenni og hann mundi tekið hafa hross þeirra
maður,nkfn,Nú kemur hin þriðja nóttin og fara,menn,til rekkna sinna og er menn höfðu sofið svefn kemur bylur á húsið svo mikill að af tekur þekjuna alla öðrumegin af húsinu
maður,nkeþ,En Órækja tók við búi í Vatnsfirði og tók við hverjum,manni,frjálsum er til hans vildi og dróst þar saman karlfjöldi mikill en brátt varð með harðindum til fengið bússins sem lengi hafði siður verið til í Vatnsfirði
maður,nkfo,Jarl unni Þóru svo mikið að hann gerði sér svo miklu kærri en aðra,menn,frændur Þóru og var þó Skopti mágur hans mest metinn af öllum frændum hennar
maður,nkfo,Sámur mælti að þeir mundu upp standa og ganga vestur yfir ána til móts við þessa,menn,
maður,nken,Ólafsson Höskuldssonar og dóttursonur Egils Skalla-Grímssonar er einn hefir kallaður verið mannvænstur,maður,þeirra er fæðst hafi á Íslandi
maður,nkeo,Nú muntu verða að gjalda mér til þjónustu sjálfan þig fyrir þann,mann,minn er þú vóst
maður,nkfþ,Hann skipaði allt í héruðum,mönnum,í ármenningar og í sýslur
maður,nkfo,» Ölkofri gekk þá í lið Brodda og fóru,menn,heim til búða
maður,nkfn,« Hitt er mitt ráð að víkjast aftur hingað og eiga heldur undir oss en ganga í greipur þeim mæðginum því að eg hygg hana skammt frá hefjast og er sem,menn,reyni sig eigi við dugandi menn þótt vér eigum við gerningar þeirra
maður,nkfn,Fréttir Brandur þetta að Finnbogi hefir tekið við manninum og sendir þegar,menn,á fund hans og bað hann lausan láta manninn og halda eigi með kappi fyrir sér
maður,nkfn,Og er Björn gekk til klæða sinna fyrr en aðrir,menn,og voru föt Bjarnar hjá klæðum konungs og varð Birni eigi að hugað fyrr en menn voru klæddir að Björn hafði skipt um reimarnar við konung og sagði honum þegar til vanhyggju sinnar
maður,nken,Og er Þorsteinn var heiman farinn varð var við ætlan hans,maður,hans einn er á vist var með honum
maður,nkfo,Sá maður er upp fór á hlaðann tók í rófuna og togaði og bað aðra,menn,til fara með sér
maður,nkeog,Viljum vér bjóða þér sjálfdæmi fyrir,manninn,til þess að Geir hafi lífs grið og lima
maður,nkfo,Lést þar þá margt manna en fjöldi varð sár áður Sturla veitti atkvæði að hætta skyldi áverkum við,menn,
maður,nkfn,taka nú veislu öll saman og er Ragnhildur á bekk sett með fjölda kvenna og eru,menn,nú glaðir og kátir
maður,nkfn,Þess verða,menn,vísir að Gestur hefir launtal við sveinana og verða menn þess vísir að þeir biðja hann fars og hann veitir þeim
maður,nkeo,Heinrekur biskup spyr þetta og sendi,mann,til Odds og biður hann láta rakna ránið en hann kveðst eigi það mundu gera
maður,nkfn,Týndist þar Eysteinn hvíti og hans félagar á sétta tigi manna en af komust átta,menn,eða níu
maður,nkfn,En er,menn,fóru heiman til nóntíða þá ræðst Sölvi í brott og vildi eigi verða staðinn þar og þóttist fáliður
maður,nkfþ,« til Hlíðarenda og segja Gunnari að hann fari til Grjótár og sendi þaðan eftir,mönnum,en eg mun fara til móts við þá er í skóginum eru og fæla þá í braut
maður,nkfo,« Þá skal hart eftir ganga og kynlegt er að þér sýnist að hafa stórvirki á vorum frændum og leita eftir svo frekt um,menn,slíka er einskis eru verðir
maður,nkeo,Riðu þeir Brandur þá inn til Hvamms og sáu þar,mann,undir hlíðinni upp frá Akri
maður,nkeo,Nú fer hann til bæjarins einn saman og síðan að hrossum Þorgeirs og hittir hann einn,mann,þar af liði Þorgeirs er gætti hrossanna
maður,nken,Þórólfur hét,maður,er Þorgils fékk í hendur ómagabú en Hæringi bróður sínum seldi hann í hendur sex tigu hundraða þriggja álna aura annað en staðfestu
maður,nkfn,Var þeim þá fylgt í loftið og þar settir,menn,til gæslu
maður,nkfn,Þar voru margir,menn,mjög sárir og lét hátt í holsárum manna eða höfuðsárum sem náttúra er til stórsára
maður,nkeng,Mér leist og,maðurinn,giftusamlegur og eigi allra færi við að eiga
maður,nken,,Maður,var og sendur til Hörðadals að kveðja þar menn upp
maður,nkeo,« var eigi þess von fyrir slíkan,mann,sem Vésteinn var að nokkur mannhefnd mundi fyrir koma
maður,nkfn,Þá gengu að,menn,Jóns að átta víntunnum er kaupmenn áttu og spurðu hver ætti en Ingimundur prestur kenndi sér fimm eða fjórar og svo mart annað það er þeir spurðu eftir þar til er þá grunaði að hann væri svo auðigur sem hann sagði og mæltu við hann
maður,nkfo,En Norðmenn æptu allir senn og sögðu svo að fyrr skyldi hver falla um þveran annan en þeir gengju til griða við enska,menn,
maður,nkfn,Hann sendi,menn,geisladag ofan á Hafsteinsstaði til Jórunnar Kálfsdóttur er þar bjó og lét fala að henni naut nokkuð til sláturs og matar mönnum um kveldið
maður,nkeo,« Vér skulum hluta,mann,í tré
maður,nkfn,,Menn,þeirra Guðmundar áttust illt við
maður,nkfn,Þá mælti biskupsefni að allir,menn,skyldu ganga til skrifta og kennimenn allir skyldu gera krúnur sínar og skyldi stofna heit
maður,nkfþ,að sú sögn væri þar höfð af fróðum,mönnum,að Zóe drottning vildi sjálf hafa Harald sér til manns og sú sök væri reyndar mest við Harald er hann vildi brott fara úr Miklagarði þó að annað væri upp borið fyrir alþýðu
maður,nkeo,En menn nokkurir af skipi Þrándar tóku á sundi,mann,einn og vildu drepa hann en sá bað sig undan og lést mundu segja þeim hvar Sigurður slembir var en þeir vildu það
maður,nkfn,« Það ber til þess er,menn,bera mál sín fyrir mig þá hygg eg að því fyrst að lúka svo hvers manns máli að þeim mætti best þykja
maður,nkfn,Hann lét bera Ingimund í burt upp í Ofsadal og lá hann þar til þess er,menn,komu af þingi
maður,nkeo,bæði kastalar og borðþök forstreymis svo að tók upp fyrir miðjan,mann,
maður,nken,kvaðst ætla að Brandur mundi taka fé fyrir manninn og mundi eigi með kappi sækja er,maður,var ekki mikils háttar
maður,nkfn,Og þá er,menn,voru þar ráðnir til skipanar þá var þar svo mjög vandað lið og valið að engi maður skyldi vera á Orminum langa eldri en sextugur eða yngri en tvítugur en valdir mjög að afli og hreysti
maður,nkfo,Skal til þess velja að fá goðunum hina ágætustu,menn,
maður,nken,Gaf Hárekur konungi góðar gjafar að skilnaði og gerðist hans,maður,og tók veislur af konungi og lends manns rétt
maður,nken,Þorgils kvað það satt að þessi,maður,var á þeirra valdi er hann leitaði eftir en annað ætla eg það eitt gert er lítillar umræðu sé vert
maður,nkfo,Sá Hallfreður þá að Önundur mundi verið hafa spellvirki og drepið,menn,til fjár sér
maður,nkfn,Hann sagðist hafa ráðið nóga,menn,og vísar honum til Más
maður,nkfn,ræddu þá milli sín hvort það mundi vera her Íra en sumir sögðu að þar mundu vera,menn,þeirra með strandhöggvi
maður,nken,Þá mælti einn,maður,er stóð við garðinn til Sturlu
maður,nkfn,Þau Indriði bjuggu á Indriðastöðum til elli og þóttu hinir mestu,menn,og er margt manna frá þeim komið
maður,nkfn,Hlýtur Bárður föðurleifð þeirra því að til þess héldu fleiri,menn,því að hann var vinsælli
maður,nkeo,Reið hann heim til skips með tuttugasta,mann,en Þórir gekk á skip með nokkura menn
maður,nkfn,» Þeir sækja nú að Þórði Össur og með honum sex,menn,en förunautar Össurar fjórir sóttu þrjá félaga Þórðar
maður,nkfn,Margir,menn,voru í hlöðunni þeir er mjög voru sárir og lét hátt í holsárum sem náttúra er til sáranna
maður,nkeo,Þeir kölluðu hann hinn digra,mann,og veittu honum harðar átölur jafnan er hans var getið
maður,nkfn,Þeir,menn,höfðu verið hjá viðurtali þeirra Gísla sem voru vinir Bjarnar í Hítardal og sögðu honum innilega frá
maður,nkeng,Og gerir hann svo og segir konungi að,maðurinn,er fram kominn mjög og vill nú iðrast mjög « að hann hefir í móti yðrum vilja gert og vill nú leggja allt á yðvart vald herra og ger nú svo vel að þú fyrirlít eigi manninn svo mjög og miskunna honum
maður,nkfn,Og fer svo um mörg mál þó að,menn,hafi skapraun af að jafnan orkar tvímælis þó að hefnt sé
maður,nkfn,« Veg þú aldrei meir í hinn sama knérunn en um sinn og rjúf aldrei sætt þá er góðir,menn,gera meðal þín og annarra og þó síst á því máli
maður,nkfn,Gregoríus féll þar og tuttugu,menn,með honum og er þar nú lokið ævi hans
maður,nkeo,Þá þóttist eg höggva,mann,þeirra einn sundur í miðju
maður,nkfn,Um kveldið tóku,menn,til drykkju á Hóli og fóru menn í rekkjur eftir það
maður,nkfn,jarl og hans,menn,
maður,nkfn,Hann hafði og kertisveina þá er kertum héldu fyrir borði hans og jafnmörgum sem tignir,menn,sátu upp
maður,nkfn,Tókst þá umræða hvert til Írlands mundi að leita og urðu,menn,eigi ásáttir á það
maður,nkfþ,En Aðalsteinn konungur safnaði herliði að sér og gaf mála þeim,mönnum,öllum er það vildu hafa til féfangs sér bæði útlenskum og innlenskum
maður,nkfn,En er hvortveggi herinn sótti mjög til móts við annan þá gerðu lendir,menn,njósn úr hvorutveggja liði til frænda sinna og vina og fylgdi það orðsending hvorratveggju að menn skyldu gera frið milli konunganna
maður,nkeo,Mörður Valgarðsson og Ásgrímur Elliða-Grímsson sendu nú,mann,til Þórhalls að segja honum hvar þá var komið
maður,nken,Má svo vera að konungur unni oss hér af rétts því að mér er sagt að konungur sé,maður,réttlátur og haldi vel lög þau er hann setur hér í landi
maður,nkeo,Síðan bauð konungur að fá,mann,fyrir sig til einvígis og því játaði kappinn með þeim skildaga að hann skyldi eignast ríkið allt ef hann felldi þann mann en ef kappinn félli þá skyldi konungur eignast ríki sitt sem áður
maður,nkeþ,Gaf hann hverjum,manni,grið er til hans kom og þess krafði og svo fé þeirra
maður,nkfn,Og vænti eg ef vér berum út Þór úr hofi voru er hann stendur á þeima bæ og oss hefir jafnan dugað og sér hann Ólaf og hans,menn,þá mun guð hans bráðna og sjálfur hann og menn hans og að engu verða
maður,nken,Kvað Þórður sér það sagt að hann væri mestur,maður,og vitrastur í þeim sveitum af hans frændum
maður,nkfn,minnigur og svo gamall maður að hann mundi þá,menn,og hafði sögur af haft er þeir voru svo gamlir að fyrir aldurs sakir máttu muna þessi tíðindi svo sem hann hefir sjálfur sagt í sínum bókum og nefnda þá menn til er hann hafði fræði af numið
maður,nkfn,Fóru,menn,hans til Atleyjar með hann og þar andaðist hann
maður,nkeo,Og kann eg mér meiri svinnu en að takast á hendur einn útlendan,mann,og hafa þar fyrir reiði konungs
maður,nken,,Maður,heitir Gjafvaldur og er mér sagt að nú sé hirðmaður konungs
maður,nken,« Hér horfist nú til mikilla tíðinda því að hér eiga hlut í allir hinir stærstu menn innanlands þótt eg telji Harald konung mest verðan og sá,maður,er mér vel að skapi og vil eg honum bjóða mitt lið því að eigi er það við hvoriga muni
maður,nkfn,rennur á leiðina fyrir þá og,menn,hans eftir honum
maður,nkeo,Og nú var sú umræða manna að varla hafi þvílíkt eftirmál orðið um einn,mann,sem eftir Björn því að þær sættir urðu allar fram að ganga sem Þorsteinn hafði gervar og unir Þórður við stórilla og hans menn þótt þá mætti ekki að hafa
maður,nkfo,Það var vandi Guðmundar prests oft hátíðir að láta,menn,kyssa á helga dóma en Þorsteinn kveðst eigi vita hvort það voru heilagra manna bein eða hrossbein
maður,nkfn,En miðlung segir mér hugur um hversu fer þá er,menn,Haralds konungs koma og sjá þig
maður,nkfþ,Gera nú það ráð að þeir safna,mönnum,og þann dag er þeirra Finnboga var utan von komu saman að Hofi sex tigir manna
maður,nkfo,« Eg skal gera yður alla mikla,menn,og ríka því að eg trúi yður best fyrir sakir frændsemi eða annarra tengda
maður,nkfn,« Ekki vita slík orð lítils og ekki mundu þreklausir,menn,slíkt tala og látum þetta nú ei að engu verða og förum þegar út í Brekku eftir Ingvildi fagurkinn og setjum hana á brúðbekk hjá Sigríði
maður,nkfn,Sér hann nú að,menn,eru komnir meðal skógarins og hans
maður,nken,En sá aumi,maður,beið aldrei svefn né ró fyrir harms sakir og sorga
maður,nkfþ,En Freydís brá af því þegar og hafði fimm,mönnum,fleira og leyndi þeim og urðu þeir bræður eigi fyrri við þá varir en þeir komu til Vínlands
maður,nkfn,Líður nú á veturinn og dregur að jólum og ræðir Þorgils um að hann vill að,menn,séu hljóðlátir og siðsamir og fari snemma í rekkju
maður,nkeo,Nú eru slíkt ódáðaverk mikil og stórra hefnda fyrir vert og er eigi að bættra þó að tíu séu drepnir íslenskir fyrir einn norrænan og refsi þeim svo sína dirfð að þeir tóku,mann,úr konungs valdi
maður,nkfþ,Og áður til þings var riðið stefnir hann að sér,mönnum,um Dýrafjörð og þar sem voru vinir og frændur
maður,nken,Og um morguninn eftir tók hann hest sinn og reið upp til Hofs og var þar við honum vel tekið og var spurður að tíðindum en hann sagði að,maður,braut fót sinn
maður,nkeo,En þegar er þér sendið hann á brott frá yður þá sjáum vér eigi,mann,til þess að svo fái gætt hans að örvænt sé að hann komist í brott
maður,nkfn,En þó hljóp Hrafn þá á skipið til Þórðar og þá hljópu fjórir,menn,eftir honum
